seller_id,seller_city,seller_state,total_orders,total_units_sold,total_revenue,total_freight,avg_product_price,avg_review_score,avg_delivery_days
376d67b61dce0c990155286e7ae486a4,sao paulo,SP,1,1,94.0,17.91,94.0,4.0,14.0
3771c85bac139d2344864ede5d9341e3,sorocaba,SP,26,30,1433.3,408.96,47.78,3.57,12.77
377bc18334c78dd2f1535ef22a3ad225,sao jose dos pinhais,PR,1,1,135.98,88.46,135.98,5.0,10.0
3785b653b1b82de85ab47dd139938091,ampere,PR,21,24,1552.0,481.27,64.67,4.75,11.25
37be5a7c751166fbc5f8ccba4119e043,sao paulo,SP,272,281,55350.55,6083.33,196.98,4.32,10.53
37ceb404da208418c9032f0674e57804,sao paulo,SP,1,3,204.93,69.18,68.31,1.0,
37dd29b36c458d82f74a953c40c43645,limeira,SP,7,8,4536.99,479.44,567.12,4.0,18.88
38102b031c2a15e54623d711bfc753d3,mucambo,CE,9,11,457.0,352.41,41.55,3.64,21.5
381c83fdca332ea6afd896da20bf6e4a,curitiba,PR,46,46,7355.8,999.21,159.91,4.39,12.59
3820c6537b3853be1a0687d5a60807ec,cotia,SP,1,1,25.0,10.96,25.0,,
382229d1e840115ffe3dbf5ff460e417,rio de janeiro,RJ,46,49,4096.96,869.66,83.61,4.27,8.9
385799a1cddbd26dfeb9157356a42282,sao paulo,SP,5,7,633.93,82.61,90.56,4.29,6.83
38874e327ce94d11390b96eb42d61928,itaquaquecetuba,SP,6,6,3779.94,378.49,629.99,4.0,20.0
389e45560e33d2d0747f949dcddbc08e,sao jose dos campos,SP,1,1,39.0,8.43,39.0,5.0,4.0
38af8acfd46ac4a7bf754e8ca6736664,sao paulo,SP,5,5,345.0,52.94,69.0,4.8,6.2
38e679b9e0064cd94c6f035707344dae,londrina,PR,28,30,3694.51,723.59,123.15,3.93,11.21
38e6dada03429a47197d5d584d793b41,sao paulo,SP,7,12,596.14,206.91,49.68,3.33,12.67
38f276ca6e7cc95a6d1bb55ac9e5550f,marilia,SP,1,1,24.99,11.85,24.99,5.0,5.0
3903c788ded8dc03b5ebab37a2f3e9a1,carapicuiba,SP,5,5,119.98,51.27,24.0,4.0,10.2
391bbd13b6452244774beff1824006ed,campinas,SP,2,2,127.8,35.4,63.9,1.0,45.0
391fc6631aebcf3004804e51b40bcf1e,ibitinga,SP,526,613,39951.95,10190.88,65.17,3.96,14.23
392353362d22cc2c236e1ee81ff19890,blumenau,SC,5,10,288.7,191.97,28.87,4.6,8.5
392e0502231ae2f8b29994ef6398cd77,cerqueira cesar,SP,20,20,1871.7,355.89,93.59,4.16,17.82
392f7f2c797e4dc077e4311bde2ab8ce,rio de janeiro,RN,2,2,52.0,36.56,26.0,5.0,5.0
3935fe5fe0f82787a9dcb8deb62be09d,sao paulo,SP,16,17,1681.69,419.66,98.92,3.94,10.82
3968920b9aa752ab98f7d5888c9252f2,bauru,SP,8,10,523.3,157.71,52.33,4.1,8.5
3969863bb8af7f72580b3b1ffd3a17b3,sao paulo,SP,12,13,623.15,226.87,47.93,4.0,9.69
397c4d0c005b6f41f90098ac724e28cb,santo andre,SP,5,5,8177.0,445.37,1635.4,4.4,16.2
3985a3c45be355a4c57fde108bfabd1c,rolante,RS,7,8,344.2,172.0,43.03,4.13,11.0
3986c0b54f6b748b75e7bd4e092aa3e5,curitiba,PR,1,1,24.99,15.28,24.99,5.0,6.0
398cb257329ef7af7f1943a8974a3cbc,salvador,BA,1,1,145.9,15.47,145.9,5.0,7.0
39a5005f2605cbdb4f9ac14485cabfd1,barretos,SP,3,8,501.07,232.59,62.63,5.0,11.13
39c763cca83e654764b7a4a650fb9b7c,goiania,GO,11,11,761.0,223.21,69.18,3.82,13.55
39d54ff918774174706fb065d7f9dc07,sao paulo,SP,23,25,1593.59,363.4,63.74,3.8,14.96
39d61be7a92eb77b7da367bd4845bc0e,sao paulo,SP,7,14,700.59,209.03,50.04,4.21,10.57
39f776d2974049026ff531fc42ef2a3e,goiania,GO,3,4,1084.04,90.37,271.01,4.0,15.25
3a1a1fec38dd360f15fc912e821e169d,sao paulo,SP,15,15,2007.38,371.25,133.83,3.87,14.27
3a3c180dd702a725bd0ba4117689239e,uniao da vitoria,PR,1,1,41.9,35.48,41.9,4.0,14.0
3a3e46d10f74d8a6ca76e2b538f106a0,sao paulo,SP,3,6,334.9,75.08,55.82,4.17,16.2
3a4127e1ba7208ea37044c5092aae170,sao paulo,SP,6,6,2219.6,91.35,369.93,3.5,11.4
3a490ba60afa30ece0e7d50cfe74a4f0,belo horizonte,MG,8,8,1529.2,165.87,191.15,4.63,11.88
3a52d63a8f9daf5a28f3626d7eb9bd28,aguas claras df,SP,1,1,35.0,17.78,35.0,1.0,6.0
3a734b715d333a2588a3d54a0c9b8746,osasco,SP,18,24,2463.52,395.64,102.65,4.21,11.48
3a79f35a2344ede41af21267f61d5ec6,campinas,SP,1,1,186.0,31.71,186.0,1.0,14.0
3aa3c89ae3cd482385568be76120f63c,goiania,GO,1,1,29.9,19.04,29.9,4.0,11.0
3ab971ce71839580d2ae5b4e40fe8044,sao paulo,SP,36,38,5002.9,896.15,131.66,3.89,6.62
3ac588cd562971392504a9e17130c40b,limeira,SP,1,1,11.9,7.39,11.9,5.0,7.0
3ade81dab5a172b88e1871c28ae05260,sao jose do rio preto,SP,30,32,5751.6,1551.39,179.74,4.06,13.73
3afc536624bc2e65bddfb5db33cc01f3,belo horizonte,MG,6,6,312.0,107.07,52.0,3.5,9.83
3b15288545f8928d3e65a8f949a28291,ibitinga,SP,104,121,14061.79,2451.9,116.21,3.89,14.31
3b18f9856c6eb2413eafedb58e9eecd9,santo andre,SP,1,1,315.0,20.09,315.0,5.0,9.0
3b872fd4747f01cc56206f2934198618,ibitinga,SP,25,27,2726.74,1116.37,100.99,3.89,14.26
3bb32fedaa74e4ad20f4ce067733bd31,porto belo,SC,2,3,103.7,58.86,34.57,4.67,6.33
3bb548e3cb7f70f28e3f11ee9dce0e59,maringa,PR,46,53,7690.02,896.79,145.09,3.98,10.6
3bdff180c7e1f6551a643b99c265a120,sao paulo,SP,59,61,3114.9,1046.96,51.06,4.02,10.28
3be5841cdcc46de4ed3f9116f104b2c5,barueri,SP,4,4,599.6,88.35,149.9,4.75,8.25
3be634553519fb6536a03e1358e9fdc7,sao paulo,SP,83,99,5370.95,1855.7,54.25,3.93,9.79
3bfad056cf05c00dabe2f895925d83b1,osasco,SP,1,5,206.65,46.7,41.33,1.0,
3bfba5a77604f6dfae7e6dd7aaf65821,londrina,PR,4,4,2095.5,122.69,523.88,5.0,9.25
3c010235b7345c92f125d14ee232a76b,mandirituba,PR,15,15,3578.0,427.32,238.53,4.67,10.93
3c03b12bab54d8b37d79d914bfdb1aa0,sao joao de meriti,RJ,37,43,4236.34,683.43,98.52,3.88,13.65
3c3017960b2dbd72711a61f0400aab8f,jaragua do sul,SC,10,10,968.8,254.09,96.88,4.0,12.78
3c487ae8f8d7542beff5788e2e0aea83,gama,DF,30,33,9385.7,719.65,284.42,3.91,13.3
3c4e0452bff7a2a788179488d3d77032,colombo,PR,32,36,3746.4,606.12,104.07,3.74,13.5
3c7c4a49ec3c6550809089c6a2ca9370,sao paulo,SP,141,160,4033.64,1824.66,25.21,3.71,9.65
3c88ed2e76a2247933a15daa7161eb1c,cosmopolis,SP,1,1,155.0,151.2,155.0,5.0,20.0
3ca08eeb8d5595949fed424bd3677742,curitiba,PR,14,14,1768.87,466.23,126.35,4.43,10.31
3cfa1358a6caa965278721344c8d76f2,sao bernardo do campo,SP,5,5,3140.28,81.25,628.06,4.8,6.2
3d01d1c414c44b5943a09619ff3853cb,campinas,SP,5,5,402.6,82.34,80.52,3.8,13.75
3d0cd21d41671c46f82cd11176bf7277,joinville,SC,9,11,447.8,174.58,40.71,4.73,12.73
3d2400ac620cffa23ac81bd192f7f555,sao bernardo do campo,SP,1,1,105.0,8.9,105.0,5.0,7.0
3d2531eccfbde1d7c8db7a3a12fb267a,contagem,MG,10,10,1999.54,213.06,199.95,4.22,9.9
3d290fe363c60a77498c1126fd3fb8d3,itapevi,SP,3,3,198.98,35.06,66.33,4.33,7.67
3d39fbf22a665714baf62fae36029e23,campinas,SP,8,8,2504.2,130.63,313.03,4.75,8.5
3d3ccf2b2f8134b10dce9dd446f0e075,ibitinga,SP,3,3,608.6,141.93,202.87,3.33,16.67
3d4824f20035949c710eaf111f869d39,sorocaba,SP,9,10,1041.04,173.54,104.1,3.9,9.0
3d49bfdd1b43a7fe169b3740067acc61,montes claros,MG,3,3,215.0,61.82,71.67,4.67,8.33
3d4b1ae7539303b5704493798893e82c,sao paulo,SP,6,9,1076.0,145.69,119.56,4.67,11.44
3d5d0dc7073a299e31fa718ce1bc00b6,rio de janeiro,RJ,23,24,790.7,387.43,32.95,4.17,8.32
3d621842b2ed28e2b474132480edac3c,sao paulo,SP,10,10,928.91,151.79,92.89,3.9,9.88
3d62f86afa7c73be2628a3be1423f5a0,jacarei,SP,2,2,12.0,42.42,6.0,4.0,17.0
3d68c634a99a1ba46dbca3967a69c623,nova trento,SC,2,2,594.0,263.7,297.0,5.0,9.0
3d700782d7818f2c1e0d7a9e9d75fc00,sertanopolis,SP,3,3,149.7,85.41,49.9,3.67,25.67
3d871de0142ce09b7081e2b9d1733cb1,campo limpo paulista,SP,1080,1147,94914.2,22433.51,82.75,4.11,13.35
3d8fa2f5b647373c8620330c4e077a9f,sao paulo,SP,43,48,3571.73,818.82,74.41,4.1,9.28
3da38366e7bd9baf6369071f782ecdf0,fortaleza,CE,1,1,59.47,26.96,59.47,1.0,53.0
3db66a856d18a9cba7c9241fc5221c50,ponte nova,MG,94,97,9478.3,2044.36,97.71,4.19,15.73
3dbbce181edfaa4a597ec858c382d2ec,curitiba,PR,17,20,848.3,440.27,42.42,4.35,14.0
3dc69bf2c42f0568a5c4791ec3fd3745,sao paulo,SP,2,2,300.0,34.43,150.0,4.0,26.0
3ded4e2d5f135cb103e5949d7263d2dd,pouso alegre,MG,1,1,49.9,12.48,49.9,5.0,5.0
3df020b72d3d44b3af9d110fa3940b65,jales,SP,55,101,5039.9,1709.57,49.9,3.95,12.69
3dfd3dc96f7f8598eca74e9ac8a2fa31,sao paulo,SP,6,6,183.0,75.7,30.5,4.0,12.33
3e35a8bb43569389d3cebef0ce820f69,sao paulo,SP,1,2,55.8,28.88,27.9,5.0,8.0
3e46a38ee171c503c3b4a3f23fe3bf0c,sorocaba,SP,1,1,59.9,9.11,59.9,5.0,4.0
3e51f9cbe317bc3a88f2c76583811ee4,sao paulo,SP,1,1,76.09,8.69,76.09,5.0,8.0
3e8bd881d92466e63ba9e3e809cd3c50,rio de janeiro,RJ,9,10,2242.28,207.97,224.23,4.22,15.0
3ea00e1dea2b0659dbaf654735929220,curitiba,PR,7,7,505.0,144.97,72.14,4.86,11.57
3ea08c48e851106d2f584349daba335f,barbacena,MG,1,1,170.0,22.94,170.0,4.0,6.0
3ef37b7ca6dd2b80bd8af81a62504996,sao paulo,SP,2,2,700.0,40.97,350.0,4.5,14.5
3f0e48d209018b466fcd3bb4ccfeb520,curitiba,PR,9,10,5399.0,255.8,539.9,3.9,9.9
3f2af2670e104d1bcb54022274daeac5,terra boa,PR,6,7,973.6,360.58,139.09,3.57,19.14
3f3486b61f45078d4f31ee5e43d8c5bb,sao paulo,SP,40,40,3829.73,896.84,95.74,4.33,13.77
3f8034bfc6b8b4135534975d49f04c63,curitiba,PR,12,16,1313.9,280.61,82.12,3.06,10.5
3f8247d0f772ffa58560e5c682521ad5,joinville,SC,1,1,139.9,18.55,139.9,3.0,
3f84fefc07dc159b268d4a77d3e8c425,fazenda rio grande,PR,3,3,200.6,51.32,66.87,5.0,8.0
3f995f07c49d0d55a99d5c54957f7d81,itapecerica da serra,SP,43,43,3955.7,671.5,91.99,4.21,9.53
3f9be91358837bff69df67edfa3e42e8,londrina,PR,7,7,569.7,132.36,81.39,4.43,9.86
3f9c56764fabca627406093dcb3ef0b4,rio de janeiro,RJ,7,7,909.3,105.65,129.9,4.71,8.43
3fac58ce0ad699020c7944d53c41329c,sao paulo,SP,10,16,1244.95,183.02,77.81,4.56,4.06
3fadb4cba4c35bce6a7eaf9872d5623a,caxias do sul,RS,3,5,209.5,68.02,41.9,3.2,9.2
3faf68a3b0af94b10bac70d86077be49,holambra,SP,7,7,1322.93,119.16,188.99,4.57,16.29
3fd1e727ba94cfe122d165e176ce7967,araraquara,SP,37,38,2805.2,589.22,73.82,3.82,15.56
3fe7120d6257285ac6a3ce7cb071ccec,governador valadares,MG,2,2,199.98,28.28,99.99,3.5,9.5
3febca52652e7209509ccfe61cbde40e,itaquaquecetuba,SP,2,2,84.0,16.9,42.0,2.0,
3fefda3299e6dfaea3466ef346a3571a,curitiba,PR,1,1,209.0,16.21,209.0,4.0,6.0
4003520d80d0bad1d5623f7aa3c63cda,rio de janeiro,RJ,1,1,70.0,16.74,70.0,1.0,17.0
400f221ab83037c0ea78f1267da9624d,osvaldo cruz,SP,1,1,865.0,20.8,865.0,,
402916f742e5c740cc751493d9cf5053,guanhaes,MG,9,10,1252.0,226.43,125.2,4.7,6.2
403aa86912527d730337ffcb0fb096ab,belo horizonte,MG,11,11,8959.89,204.62,814.54,4.0,10.82
4049512728d969bec69f84088b012416,belo horizonte,MG,7,9,389.84,160.43,43.32,5.0,11.11
404e1ba01358af4cd63f679b2c4d1fa1,juiz de fora,MG,8,12,373.9,177.83,31.16,5.0,7.5
40536e7ca18e1bce252828e5876466cc,caieiras,SP,2,4,463.96,499.04,115.99,1.0,
406740ee611378a662d274c7d8c43c4a,vitoria,ES,8,10,1790.0,182.08,179.0,4.1,15.9
406822777a0b9eb5c50e442dd4cd3ec5,tatui,SP,45,47,3648.08,948.26,77.62,4.33,13.48
4091f77d8c768fc3e81c20761471761d,sao paulo,SP,8,8,1079.0,230.87,134.88,2.75,18.13
40d54b51e962dbe09cabbcfd33298dee,santo andre,SP,30,31,6785.56,537.69,218.89,3.9,7.13
40db9e9aa57f7bb151bcda6b0f9bdbb7,recife,PE,12,12,23168.0,655.99,1930.67,2.36,14.67
40ec8ab6cdafbcc4f544da38c67da39a,francisco beltrao,PR,2,2,117.8,39.2,58.9,5.0,6.5
411f3b52d857390502ee4e4d5ceabc2d,ribeirao pires,SP,21,30,1804.01,378.71,60.13,4.26,8.37
4125d9385a25e82d2f72d3a0fd55bc3f,santos,SP,1,1,42.9,18.4,42.9,5.0,9.0
412a4720f3e9431b4afa1476a1acddbe,campinas,SP,21,22,2058.1,511.06,93.55,4.27,10.32
4170f6a9367e6b5d6401d03ce6d54569,brasilia df,DF,4,5,568.78,93.03,113.76,4.2,21.8
417a1e6c7321084d2a0ae0d023cfad93,imigrante,RS,1,1,48.9,12.48,48.9,5.0,6.0
41958cbd3335433c8740300e8cd600d5,sao paulo,SP,1,1,32.99,7.39,32.99,5.0,5.0
41ab63a91b8b264e8c8780368bf1dd5b,belo horizonte,MG,12,13,2571.95,302.27,197.84,4.23,17.85
41b14765bd56c8ad10971074380f9c0c,santo andre,SP,8,10,395.5,119.13,39.55,4.1,6.8
41b39e28db005d9731d9d485a83b4c38,santo andre,SP,195,231,17112.55,3930.36,74.08,4.14,12.47
41b86b552e54e3a7009596125aa8b167,sao paulo,SP,10,11,1595.3,234.61,145.03,4.36,15.64
41c2bad7229b0c25e6becf179ebf63ff,natal,RN,20,23,782.0,189.92,34.0,4.96,4.48
41c9d3997dd3c072c31139dc5bb5761f,araxa,MG,3,3,998.8,111.74,332.93,4.33,22.33
41da412d33e8da4f22baf55cb1bde82c,domingos martins,ES,15,21,862.9,374.16,41.09,4.71,9.1
41e0fa5761c886a630994a55c12087e7,guaruja,SP,5,5,423.6,68.31,84.72,5.0,10.2
4200ddf1967c5e41e48db62bc6d4b5ac,sao bernardo do campo,SP,22,42,734.8,487.93,17.5,4.24,8.93
4221a7df464f1fe2955934e30ff3a5a1,bahia,BA,5,5,849.5,239.54,169.9,4.8,16.4
422be4cc81a457fdb46f47edeb968ae5,ibitinga,SP,1,1,239.9,77.47,239.9,5.0,18.0
427165bf50f8ca07efc7bdc2bfcf1688,americana,SP,5,5,1603.5,89.4,320.7,3.2,38.4
42b6488f5b8246d9141712abd4b1b693,maringa,PR,2,2,247.99,41.81,124.0,4.0,8.0
42b729f859728f5079499127a9c2ef37,sao paulo,SP,104,132,4118.86,1315.21,31.2,4.35,7.79
42bde9fef835393bb8a8849cb6b7f245,brasilia,DF,35,40,7703.0,784.84,192.58,4.2,9.67
42d4b7e70819438f5ada61c965e92d7e,goiania,GO,1,3,49.6,51.18,16.53,1.0,22.0
42ef3192a9ff87a22d1867b74b3ee205,santo andre,SP,23,23,1354.09,301.88,58.87,4.65,9.22
42fa4ee7240e9b8eb4576358ec142ba7,caxias do sul,RS,22,22,3845.7,518.77,174.8,4.81,6.73
42fb44130ac3134cde8e35cf8ec7df25,pinhalzinho,SP,3,3,62.7,36.44,20.9,3.67,6.0
430315b7bb4b6e4b3c978f9dfa9b0558,sao paulo,SP,20,21,3118.4,586.23,148.5,4.0,14.2
4305fe92735c8a43d154ff6dd2b8d927,coronel fabriciano,MG,19,21,2885.9,428.35,137.42,3.9,11.11
431050a06a317f2b38168dec3dcd2b46,sao paulo,SP,12,12,1487.8,233.15,123.98,4.25,8.7
431af27f296bc6519d890aa5a05fdb11,ribeirao preto,SP,117,125,13109.5,2141.35,104.88,3.77,16.89
4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,SP,12,18,1052.25,327.22,58.46,4.28,12.56
432c37c9dfba871172ec162e20118b8c,brasilia,DF,46,57,2968.87,969.67,52.09,4.18,15.67
432c67955c0acd1fd6b0b5d678766a71,sao paulo,SP,3,3,1151.0,137.41,383.67,2.33,7.0
43402bdf22aa2310e8f99e2f94f78628,ribeirao pires,SP,4,5,649.95,187.15,129.99,2.8,16.2
4342d4b2ba6b161468c63a7e7cfce593,rio de janeiro,RJ,20,20,2867.1,296.21,143.36,1.26,15.5
436bf27f2f18474fc6047702e9f8a866,campinas,SP,1,1,29.9,14.52,29.9,5.0,19.0
4371b634e0efc0e22b09b52907d9d469,sao paulo,SP,102,112,8194.0,1484.79,73.16,4.41,10.68
43753b27d77860f1654aa72e251a7878,barro alto,BA,1,1,23.9,42.38,23.9,5.0,27.0
4391ea5c5990502176a1dcda44a2373d,porto alegre,RS,3,5,2349.0,135.3,469.8,4.8,10.4
439a47cc365d6e3bd526812ea9de3c29,mogi das cruzes,SP,8,13,1186.5,224.43,91.27,4.0,8.54
43a1d4bab73b816e44ef4e4facd9f9b5,maringa,PR,1,1,189.9,15.5,189.9,4.0,10.0
43a5d4a57af536fddc96d08be3afdfcb,varginha,MG,1,1,75.0,24.83,75.0,1.0,12.0
43b2c864251aa0ce4030c746984e088a,brasilia,DF,2,2,94.8,34.52,47.4,3.0,5.5
43f8c9950d11ecd03a0304a49e010da6,carapicuiba,SP,41,41,4249.59,557.63,103.65,4.56,11.37
44073f8b7e41514de3b7815dd0237f4f,brasilia,DF,144,153,18729.64,3172.29,122.42,3.76,13.1
440dd6ab244315c632130ecfb63827b1,votuporanga,SP,94,95,13696.9,2096.31,144.18,3.85,16.57
443d880f15cbd3572885e1d44bf2c478,marilia,SP,1,2,94.8,30.2,47.4,2.0,12.0
4450bd8327d471c4a11a83d1445b1b62,cotia,SP,1,1,199.0,15.56,199.0,5.0,7.0
446cc09cdbb130904da114e807dbec40,sao paulo,SP,3,3,252.8,54.17,84.27,4.67,4.0
44717f64ec2a457979cf83c429077666,santa rosa,RS,2,3,107.0,63.91,35.67,5.0,5.67
447d377bdb757058acb569025ee18a93,carazinho,RS,1,1,64.99,18.02,64.99,5.0,18.0
44ed138eca6214d572ce1d813fb0049b,canoas,RS,2,3,129.79,56.01,43.26,4.67,8.0
44f091b5abab8018f682fce8124b85e5,sao paulo,SP,6,6,1680.1,107.61,280.02,2.5,15.0
45213867cefbf2cd4c6177e10216a951,araras,SP,14,14,4955.42,433.74,353.96,3.86,14.93
4559697a8f7e637227c2eeaed843baff,presidente prudente,SP,42,42,3696.0,778.27,88.0,4.05,12.87
455befea1bb853c75ccbca94cff26e5c,resende,RJ,1,1,19.99,22.06,19.99,3.0,12.0
455c5640e8c5bd1b2ee85c0158f85727,luiz alves,SC,8,8,6729.5,457.39,841.19,4.5,14.88
455f46ef09a9e45667e2981df84b5cc2,sorocaba,SP,2,2,59.8,31.18,29.9,2.5,13.0
457fe919b032a3f7dadba6fb92cf7855,paulinia,SP,9,12,1104.89,141.22,92.07,4.83,6.0
458c6fa920810ce2492da71bc26d9eec,catanduva,SP,2,2,756.76,105.61,378.38,2.5,25.5
458d868c9642f55f18f04e951a3fdde6,porto alegre,RS,2,2,2718.0,104.75,1359.0,5.0,17.5
45a3d05fb00435e52a28859dd03703b3,guarulhos,SP,1,1,1299.0,24.79,1299.0,5.0,26.0
45ba18c210d42734ec52c0c1c574e9ee,sao roque,SP,38,41,5589.13,972.96,136.32,3.83,7.11
45c20d94d9171b0bcfab3c955e47d67b,cordeiropolis,SP,4,4,129.46,81.11,32.37,4.5,14.25
45d33f715e24d15a6ccf5c17b3a23e3c,sorocaba,SP,59,61,4838.23,903.93,79.32,4.05,11.47
461ff5303b6c9c1a4a07f40c5aece516,pinhais,PR,3,3,102.7,58.73,34.23,3.67,6.33
466222e777149751370e7e98fb623b0c,rio de janeiro,RJ,1,1,87.9,17.55,87.9,5.0,7.0
4677a5437afda5fa7140b927b07be1cc,japira,PR,11,11,3415.7,420.0,310.52,4.36,12.36
46dc3b2cc0980fb8ec44634e21d2718e,rio de janeiro,RJ,521,542,128111.19,11798.5,236.37,4.18,11.73
46ef1a25845fc051c2998d878354810c,claudio,MG,5,5,250.41,98.04,50.08,4.4,16.8
4736e9d642ef4257cd7622516931eb51,piracicaba,SP,16,20,1078.87,370.9,53.94,4.15,4.75
47648caee88ccfe951fbb27fbf7b4cbe,diadema,SP,3,3,1564.99,68.0,521.66,3.67,13.67
478bfe564db21eeb44386606aa30b650,pedro leopoldo,MG,3,3,182.7,48.1,60.9,4.67,14.0
47efca563408aae19bb7206c2d969ea9,teresina,PI,12,12,2522.0,443.32,210.17,4.08,13.73
47f55702f598c7c6cc8458b0fbc1c49a,dores de campos,MG,2,2,127.5,35.9,63.75,5.0,17.0
48162d548f5b1b11b9d29d1e01f75a61,piracicaba,SP,68,91,20510.14,2082.03,225.39,3.76,11.2
4830e40640734fc1c52cd21127c341d4,sao paulo,SP,210,219,9843.47,3126.55,44.95,4.1,9.85
48328ec9a579151d9cc6a86d4a59336c,canoas,RS,1,1,1099.0,97.78,1099.0,2.0,21.0
483ca627d131e18f988349b1655c0acd,mogi mirim,SP,1,1,264.0,19.73,264.0,5.0,16.0
48436dade18ac8b2bce089ec2a041202,volta redonda,SP,138,151,12271.71,2911.93,81.27,4.05,14.07
485452467ff670447e84a8370c3fc898,taio,SC,3,3,175.7,139.74,58.57,4.67,14.0
4867209cb29b56b92893d7bde3ce8012,jau,SP,1,1,150.0,19.15,150.0,4.0,10.0
4869f7a5dfa277a7dca6462dcf3b52b2,guariba,SP,1132,1156,229472.63,20168.07,198.51,4.12,14.94
48985c61529077fa4f1e38bcff0f2ed3,porto alegre,RS,7,7,879.3,148.07,125.61,4.43,10.14
48b6c3f4c6a93171da04b75313f2130f,osvaldo cruz,SP,2,2,290.26,37.8,145.13,5.0,24.0
48bad451945f5227341793478d6353ea,sao paulo,SP,3,3,307.0,77.49,102.33,4.0,22.0
48e5ee06fb2dc74df1c711a9b6dfac2a,oliveira,MG,1,3,57.0,45.3,19.0,5.0,11.0
48e954b2da4f6a750c844173b347ed40,porto alegre,RS,2,6,397.8,159.01,66.3,4.17,8.17
48efc9d94a9834137efd9ea76b065a38,curitiba,PR,33,34,345.6,320.4,10.16,5.0,10.76
48fb026ed7455a42f5d3e9390ed5088e,barra mansa,RJ,11,11,555.71,223.43,50.52,2.64,11.78
49067458c68f7701fd334ce326accbe0,juiz de fora,MG,17,37,1047.65,573.85,28.31,3.32,12.05
4917cee8d902e13428c3ec4b1ca6f315,blumenau,SC,33,33,5421.9,1199.64,164.3,4.16,18.06
491a5ada3aa1678414e990262c4bbdc1,sao paulo,SP,2,2,2840.0,33.81,1420.0,3.0,7.0
49383af7ab774e4e8f3000f49c83dc4b,taubate,SP,8,12,660.0,242.23,55.0,4.58,7.92
4965a7002cca77301c82d3f91b82e1a9,sorocaba,SP,1,1,8.49,7.87,8.49,5.0,6.0
497709c2976a8fa308730a2dec5b0726,diadema,SP,1,2,76.0,18.04,38.0,5.0,6.0
4978a02ea9c8be7a9b5480680f40334e,sao paulo,SP,18,19,2356.61,340.23,124.03,3.58,5.16
499185655c29ecfdbfe776ef7cf875b5,porto alegre,RS,1,1,89.0,17.33,89.0,4.0,11.0
4992e76a42cb3aad7a7047e0d3d7e729,sao paulo,SP,57,74,2211.1,1007.47,29.88,3.84,8.19
499ec63c58e51296c9cf57edcfe1c8a8,sao paulo,SP,5,5,365.0,47.93,73.0,4.8,5.2
49cdc90518a4f82676b38b3c1aa43ff6,sao paulo,SP,5,5,1539.5,82.61,307.9,3.8,5.8
49e7217cfe4e427191c378ec626d8737,formiga,MG,13,14,3002.7,375.61,214.48,3.93,16.08
49f8d2ea7b718d0ce587d34207caf2b4,sao bernardo do campo,SP,1,1,149.9,15.36,149.9,5.0,7.0
4a1917ef994878940e1fb03eeb787ad7,brasilia,DF,2,3,768.0,78.62,256.0,2.67,9.67
4a1f694197d05fe70026b016a7316b41,pedreira,SP,14,23,907.77,370.98,39.47,4.39,10.96
4a23adac87cf538689fa600d976f78b2,sao paulo,SP,3,3,405.0,35.41,135.0,4.33,8.67
4a3ca9315b744ce9f8e9374361493884,ibitinga,SP,1806,1987,200472.92,35067.04,100.89,3.8,14.37
4a3ccda38b2129705f3fb522db62ca31,marilia,SP,66,78,17062.59,1432.34,218.75,3.72,13.32
4a5b36211b1f51bf7eaa5c10a57fa483,sao goncalo,RJ,1,1,139.19,16.07,139.19,5.0,4.0
4a82168aaef173cbb6e46ae88728f919,irati,PR,4,4,512.0,100.39,128.0,4.0,6.75
4a82c4af97ffc0fb2dc26bfdc03b1842,lagoa da prata,MG,3,3,143.7,67.2,47.9,5.0,12.67
4aba391bc3b88717ce08eb11e44937b2,arraial d'ajuda (porto seguro),BA,29,30,7595.87,839.34,253.2,3.9,16.64
4aba6a02a788d3ec81c03137144d9a80,canoinhas,SC,1,1,89.9,15.38,89.9,5.0,13.0
4b0fdb526525f9890eb145bf1534640e,ibitinga,SP,18,20,2419.0,535.21,120.95,3.95,8.7
4b1eaadf791bdbbad8c4a35b65236d52,ribeirao preto,SP,8,8,1849.79,113.03,231.22,2.0,22.6
4b39558c138930b9e5489c93b6df5fe3,aracaju,SE,4,5,1096.7,132.4,219.34,4.6,12.8
4b5f66b7adcf57f1ecc0d3c07dd6b177,vendas@creditparts.com.br,PR,23,38,6381.78,734.18,167.94,4.08,13.5
4b90495391ac0bd181a80a459df1e718,bage,RS,1,1,248.0,18.11,248.0,4.0,12.0
4b9750c8ad28220fe6702d4ecb7c898f,limeira,SP,218,222,15915.3,3389.8,71.69,4.35,9.34
4b98b0428fc1932cc2514ef9ce2505e6,taboao da serra,SP,2,2,327.63,35.8,163.82,2.0,22.5
4ba52dfeba874da5b9ee7b17c7494f04,mogi das cruzes,SP,11,11,1463.0,204.91,133.0,4.36,10.64
4bc3d93e4a5f88a598d3d8ce4ae510b3,sao paulo,SP,1,1,169.0,19.28,169.0,1.0,
4bcec44888b30ba9001234c534716d3f,santo andre,SP,5,5,146.0,63.23,29.2,4.6,9.0
4bde6149c15cf7e177b36fa060dd6de8,carazinho,RS,2,2,159.8,32.66,79.9,5.0,10.5
